l.nm,25-espolon,27-espolon,5-sm,22-arette,2-pueblo-viejo,3-san-matias,9-tres alegres,26-espolon,15-don-eduardo,24-espolon,7-sm,17-herradura1,11-quiote,10-centenario-plata,b37,26,28,16,17,mh1,mh2,mh3,blanco55,blanco54,28a,b38,n4,n5,n5a,n9,p6a,n7,n12,n8,n11a,n13,n10,n6,p13,p12,p5,p7,p8a,p9,p6,p8,p4
190,3.2116,3.203,3.6397,2.9195,3.0525,3.3867,3.3153,3.7285,3.2477,3.3369,3.0515,2.9666,3.0525,3.0226,6,3.2598,3.0171,2.7517,2.7641,4.5412,6,2.877,3.8761,3.0529,3.0007,6,6,2.6905,2.6675,2.6867,2.7668,3.1364,3.358,3.2478,3.2778,3.2671,3.032,3.2027,2.7196,3.0617,3.462,2.7799,2.6549,2.7642,2.7823,2.7943,3.24
190.5,3.1762,3.3635,3.6022,2.9031,2.9768,3.4582,3.3953,3.5915,3.6349,3.2578,3.0656,3.0516,2.9768,2.9862,6,3.2486,3.024,2.6947,2.7442,3.4243,6,2.8667,3.7738,3.1234,3.1448,6,6,2.6901,2.6907,2.6967,2.753,3.323,3.4695,3.1745,3.2681,3.2039,3.234,3.3451,2.6914,3.0261,3.1483,2.8021,2.6712,2.7132,2.8289,2.796,3.2244
191,3.4055,3.3651,3.6068,3.0664,3.1582,3.4249,3.419,3.5251,3.4064,3.3479,3.1516,3.0246,3.1582,3.1489,6,3.5444,3.0711,2.8062,2.8271,3.7418,6,2.9634,3.7947,3.2502,3.2101,6,6,2.7685,2.7887,2.8016,2.9011,3.4195,3.3157,3.3551,3.1929,3.3179,3.2189,3.4864,2.7999,3.0945,3.4096,2.8445,2.7497,2.8404,2.8651,2.844,3.2973
191.5,3.4892,3.5259,3.653,3.0963,3.2457,3.659,3.7324,3.949,3.5854,3.6103,3.2648,3.2418,3.2457,3.3057,6,3.4367,3.3348,2.9314,2.9743,3.7549,6,3.073,4.262,3.2242,3.3155,6,6,2.9155,2.9254,2.9485,2.9525,3.3569,3.6532,3.4632,3.5392,3.5165,3.3728,3.5159,2.9471,3.3178,3.5826,3.0455,2.8683,2.9597,3.0123,2.9791,3.5084
192,3.6529,3.6597,5.8269,3.2606,3.3173,3.7528,3.6873,4.1493,3.6412,3.5681,3.432,3.2811,3.3173,3.316,6,3.6099,3.3717,3.0252,3.0497,4.0726,6,3.1777,4.1512,3.4977,3.485,6,6,2.9848,2.9796,3.0398,3.0916,3.4993,3.4179,3.5969,3.5181,3.6005,3.5004,3.6569,3.0187,3.2325,3.7862,3.0881,2.9491,3.0914,3.0448,3.0773,3.5941
192.5,3.5995,3.8445,4.0803,3.1616,3.318,3.8359,3.6031,3.9655,3.5225,3.6183,3.4239,3.3196,3.318,3.228,6,3.5168,3.3677,3.0079,3.0364,4.4826,6,3.1439,3.8707,3.4429,3.3706,6,6,2.9542,2.9508,2.9923,3.0389,3.6283,3.551,3.645,3.4942,3.5822,3.4132,3.5093,2.9824,3.4453,3.6005,3.0567,2.9014,3.0492,3.0507,3.0064,3.6103
193,3.532,3.6459,3.6744,3.2228,3.3425,3.5964,3.5799,3.9854,3.8365,3.7569,3.4367,3.2952,3.3425,3.2684,3.9235,3.8816,3.4714,3.0246,3.0368,4.2066,6,3.2146,4.3153,3.4728,3.5135,6,6,2.9332,2.9717,3.0311,3.0058,3.4934,3.531,3.4637,3.4965,3.5322,3.4033,3.4468,3.0128,3.3229,3.4989,3.065,2.9083,2.9847,3.0142,3.0244,3.8468
193.5,3.5043,3.9563,3.6508,3.2312,3.4012,3.5883,3.724,3.9671,3.7787,3.7928,3.3714,3.334,3.4012,3.4325,3.7048,3.7365,3.3629,3.0356,3.0528,3.8096,6,3.1904,4.9515,3.7719,3.4329,6,6,2.9839,3.0197,3.0754,3.0842,3.6618,3.6628,3.5845,3.7068,3.5473,3.5691,3.6156,3.0326,3.5385,3.7089,3.187,2.9877,3.0508,3.1144,3.0746,3.6887
194,3.5682,3.6965,3.9631,3.2776,3.3924,3.7447,3.8396,4.2826,3.7797,3.9112,3.6256,3.4194,3.3924,3.3684,3.1805,3.735,3.4541,3.1209,3.0421,3.8775,6,3.1097,4.1207,3.6297,3.5277,6,6,2.9832,3.0146,3.1021,3.1444,3.6036,3.6069,3.5791,3.6438,3.5731,3.5564,3.6777,3.0311,3.4502,3.8147,3.1504,2.958,3.1203,3.1489,3.111,3.5855
194.5,3.7079,3.774,4.6162,3.3606,3.5643,3.98,3.7997,6,4.2326,3.7186,3.513,3.3821,3.5643,3.3593,2.898,3.8182,3.5104,3.0305,3.0009,4.0535,6,3.1132,5.1202,3.6107,3.5802,6,6,2.8952,2.9616,3.0712,3.1312,3.6376,4.0344,3.63,3.7394,3.6047,3.7943,3.835,2.9782,3.4921,3.7764,3.1452,2.9043,3.0856,3.2202,3.094,3.6844
195,3.6396,3.7176,4.3276,3.3634,3.388,3.8979,3.751,4.3008,3.8781,3.7635,3.4174,3.4065,3.388,3.431,2.5826,3.7121,3.4897,2.9171,2.8274,4.1896,6,2.9186,6,3.5315,3.6427,6,6,2.7464,2.8666,2.9843,3.0588,3.6362,3.7035,3.7799,3.606,3.6832,3.5809,3.7321,2.8991,3.4515,3.6393,3.093,2.7775,3.0309,3.1175,3.0269,3.7979
195.5,3.7182,3.724,4.048,3.366,3.3102,3.915,3.7933,4.9156,4.0399,3.7405,3.4248,3.2501,3.3102,3.4446,2.3247,3.7928,3.5444,2.7367,2.6838,4.2336,6,2.7175,4.1242,3.7325,3.5399,3.8486,3.7541,2.5942,2.7329,2.8758,2.9635,3.6823,3.7104,3.6369,3.667,3.7585,3.5765,3.709,2.7728,3.4523,3.8062,3.0229,2.6386,2.9068,3.0444,2.9329,3.6441
196,3.8015,3.8988,4.0484,3.3187,3.2463,3.8798,3.7028,6,4.0989,3.755,3.3539,3.194,3.2463,3.4095,2.1169,3.8739,3.569,2.5387,2.4973,4.8446,6,2.5373,4.5221,3.6939,3.4507,3.3295,3.3018,2.4238,2.5676,2.7323,2.8679,3.7352,3.7439,3.7701,3.7479,3.7446,3.6769,3.7114,2.6639,3.4011,3.8159,2.9354,2.4784,2.7774,2.9523,2.7827,3.6855
196.5,3.8244,3.9078,4.4091,3.2246,3.1427,3.9271,3.7892,4.3424,4.0203,3.7555,3.2,3.1,3.1427,3.267,1.9581,3.8615,3.6508,2.35,2.3369,4.0492,6,2.3689,6,3.7176,3.4029,3.047,3.0435,2.281,2.4094,2.5804,2.7347,3.6185,3.833,3.6841,3.7779,3.7821,3.7874,3.706,2.5396,3.3207,3.8052,2.7863,2.3164,2.6301,2.8184,2.6357,3.7472
197,3.7406,3.7665,4.1856,3.081,3.0639,3.8248,3.9948,4.3435,3.8779,3.7739,3.074,2.9397,3.0639,3.1173,1.8136,3.8602,3.5591,2.1677,2.1828,4.2631,6,2.2092,4.3888,3.7022,3.2992,2.8322,2.8021,2.1318,2.251,2.4213,2.5946,3.6999,3.7816,3.7726,3.6398,3.7278,3.7446,3.6908,2.4145,3.2187,3.7688,2.6322,2.1619,2.4706,2.6659,2.4792,3.7283
197.5,3.7312,3.8453,4.058,2.9624,2.9499,3.7101,3.8196,4.3552,4.0793,3.8423,2.9614,2.8216,2.9499,2.9851,1.6959,3.7695,3.4571,2.0144,2.0517,4.4994,6,2.0709,4.1193,3.6833,3.126,2.6285,2.6036,2.0095,2.1099,2.2785,2.4665,3.7151,3.8872,3.6083,3.5327,3.6227,3.6671,3.7011,2.2957,3.0777,3.7208,2.4906,2.0308,2.3236,2.512,2.3352,3.7352
198,3.6248,3.9253,3.921,2.7975,2.8687,3.6835,3.7174,4.1213,3.9563,3.6364,2.8206,2.6989,2.8687,2.8467,1.5938,3.7565,3.3951,1.8872,1.9335,4.0128,6,1.9479,4.3106,3.7121,2.9654,2.4589,2.438,1.897,1.9837,2.1462,2.3414,3.5557,3.7161,3.5231,3.4882,3.5655,3.5901,3.5416,2.184,2.9603,3.6539,2.3464,1.9135,2.1866,2.3694,2.1978,3.5246
198.5,3.694,3.8168,4.0942,2.6799,2.8021,3.6651,3.7912,4.876,4.143,3.6568,2.7212,2.6009,2.8021,2.7636,1.5152,3.8942,3.2944,1.7942,1.8416,4.1935,6,1.8519,5.09,3.7349,2.8543,2.338,2.3078,1.8094,1.8869,2.0395,2.235,3.5386,3.8464,3.5394,3.4047,3.5336,3.7138,3.5512,2.0899,2.8457,3.6659,2.2387,1.8217,2.0813,2.2619,2.0963,3.5727
199,3.6545,3.8328,3.94,2.5776,2.7451,3.6671,3.7773,4.4778,3.9849,3.8489,2.6283,2.5088,2.7451,2.6565,1.4439,3.9274,3.2267,1.712,1.76,4.3269,6,1.7629,4.1862,3.6929,2.7456,2.2209,2.197,1.7275,1.7947,1.9415,2.1436,3.5126,3.6801,3.4425,3.3576,3.4748,3.7477,3.4768,2.0013,2.7535,3.5356,2.1348,1.7374,1.9824,2.1528,1.9955,3.4514
199.5,3.5692,3.9325,4.4815,2.4848,2.6892,3.6782,3.6991,4.5292,4.0164,3.6565,2.5363,2.4249,2.6892,2.5575,1.3833,3.9214,3.1631,1.6471,1.688,4.7005,6,1.6879,4.8398,3.6844,2.6578,2.1154,2.0976,1.6542,1.7156,1.8549,2.0543,3.4077,3.5937,3.3814,3.2579,3.3409,3.7404,3.41,1.9153,2.6664,3.4843,2.0419,1.6612,1.8954,2.0589,1.9065,3.4442
200,3.5096,3.8818,4.4705,2.3968,2.6288,3.6092,3.6671,4.4334,3.9509,3.5899,2.4507,2.34,2.6288,2.4642,1.3291,3.893,3.0971,1.5922,1.6225,4.1774,6,1.6195,4.3838,3.583,2.5752,2.0219,2.0106,1.5889,1.6436,1.7764,1.9715,3.4324,3.5175,3.2737,3.1614,3.3149,3.6112,3.3431,1.8355,2.5818,3.4109,1.9614,1.5941,1.8171,1.9757,1.8262,3.3018
200.5,3.5166,3.883,4.6046,2.3351,2.59,3.5984,3.6406,4.317,3.8694,3.6551,2.3806,2.2735,2.59,2.3815,1.2833,3.8424,3.0564,1.5505,1.5694,4.2558,6,1.5633,4.8791,3.6511,2.5036,1.9402,1.9323,1.5315,1.5827,1.7101,1.9038,3.3219,3.486,3.2211,3.1069,3.2212,3.6123,3.2883,1.7658,2.5101,3.3267,1.892,1.5368,1.7528,1.9039,1.7587,3.2317
201,3.4861,4.0609,4.1008,2.275,2.5509,3.6394,3.5855,4.536,3.8906,3.5643,2.3168,2.2167,2.5509,2.3123,1.2423,3.9411,2.9987,1.5151,1.5201,4.3712,6,1.5112,4.9144,3.5784,2.4498,1.864,1.8609,1.4796,1.5265,1.6505,1.8373,3.2754,3.4587,3.1438,3.0624,3.1718,3.6322,3.2125,1.698,2.4399,3.2795,1.8288,1.4837,1.6917,1.8386,1.6948,3.173
201.5,3.4254,3.8326,4.2576,2.2148,2.5075,3.566,3.569,5.11,3.9106,3.4842,2.2464,2.1513,2.5075,2.2343,1.2006,3.8419,2.9261,1.4797,1.4716,4.0761,6,1.4605,4.6572,3.6633,2.3918,1.7858,1.7886,1.4247,1.4697,1.5881,1.767,3.1854,3.3751,3.0648,2.9657,3.0842,3.5515,3.166,1.6238,2.3778,3.204,1.7635,1.4302,1.6316,1.7714,1.6313,3.1228
202,3.3346,3.8674,4.1177,2.1607,2.4773,3.5483,3.5141,4.1164,3.8122,3.4456,2.187,2.0918,2.4773,2.1669,1.1635,3.7949,2.9153,1.4502,1.4296,4.0247,6,1.4165,4.3422,3.5454,2.3413,1.714,1.7228,1.3743,1.4181,1.5317,1.7036,3.1453,3.2622,3.0049,2.892,3.0262,3.4867,3.1018,1.5576,2.3186,3.1312,1.7053,1.3815,1.5773,1.7118,1.5734,3.0385
202.5,3.3257,3.8887,4.5631,2.1198,2.4417,3.5673,3.5514,4.9821,3.8711,3.4572,2.139,2.0426,2.4417,2.1132,1.1305,3.8912,2.8747,1.4253,1.392,4.414,6,1.3788,5.2153,3.5228,2.3073,1.6491,1.664,1.3281,1.3723,1.4818,1.6456,3.1006,3.2493,2.9484,2.8376,2.9824,3.4809,3.0255,1.4954,2.2663,3.0737,1.6544,1.3379,1.5273,1.6588,1.5217,2.9979
203,3.3329,3.8194,4.149,2.0777,2.4026,3.4772,3.4996,4.4318,3.8744,3.4289,2.0851,1.9909,2.4026,2.0572,1.0973,3.7821,2.8278,1.4004,1.3547,4.5349,6,1.3423,4.5021,3.4996,2.2636,1.5827,1.6043,1.2813,1.3268,1.4311,1.5862,3.039,3.214,2.8896,2.7763,2.9198,3.4028,2.9808,1.4323,2.2146,3.0118,1.6024,1.2936,1.4802,1.605,1.4708,2.9565
203.5,3.2239,3.8325,4.485,2.0404,2.3696,3.5221,3.468,4.4629,3.9113,3.3748,2.0317,1.9389,2.3696,2.0046,1.0646,3.9225,2.7903,1.377,1.3185,4.2378,6,1.3079,4.6179,3.4141,2.2235,1.5185,1.5438,1.2339,1.2817,1.3815,1.5282,3.0124,3.1465,2.8364,2.7226,2.8763,3.3661,2.9321,1.3686,2.1628,2.9726,1.5518,1.2485,1.4338,1.5536,1.4194,2.8942
204,3.2215,3.8859,4.0071,2.012,2.3473,3.3972,3.489,5.0548,3.7978,3.3708,1.9892,1.8961,2.3473,1.9597,1.035,3.8951,2.7707,1.3581,1.2876,4.358,6,1.2797,5.8247,3.3544,2.1971,1.462,1.4934,1.1928,1.2436,1.3386,1.477,2.9651,3.1186,2.7819,2.6767,2.8255,3.276,2.8742,1.3116,2.1184,2.9162,1.508,1.2096,1.3928,1.5095,1.376,2.857
204.5,3.2131,3.9858,4.2164,1.9864,2.3152,3.3926,3.4636,4.4792,3.8862,3.3706,1.9484,1.8537,2.3152,1.9182,1.0064,3.8304,2.7453,1.3385,1.2573,4.6785,6,1.2547,4.3654,3.2663,2.1724,1.4081,1.443,1.1505,1.2066,1.2964,1.4274,2.9369,3.0815,2.7368,2.6291,2.7837,3.2195,2.8319,1.2559,2.0775,2.8834,1.4657,1.1708,1.3542,1.4668,1.3329,2.8256
205,3.151,3.9881,4.4453,1.962,2.2819,3.3577,3.4419,4.4148,3.8622,3.3271,1.9081,1.8133,2.2819,1.8785,0.9772,3.8578,2.7095,1.3181,1.2272,4.2364,6,1.2311,4.2413,3.19,2.1462,1.3562,1.3946,1.1096,1.1705,1.2562,1.379,2.8953,3.0374,2.7011,2.5888,2.748,3.1314,2.794,1.2027,2.0384,2.8391,1.4236,1.1317,1.3162,1.4263,1.2915,2.7849
205.5,3.1554,3.865,4.8218,1.9406,2.2475,3.3396,3.3938,4.6911,3.8148,3.333,1.8648,1.7694,2.2475,1.8357,0.9456,3.9497,2.6783,1.2947,1.195,4.331,6,1.2078,4.6657,3.0672,2.1182,1.3028,1.3435,1.0658,1.1317,1.2133,1.3287,2.8593,3.0125,2.6567,2.543,2.7126,3.0315,2.7529,1.1473,1.9954,2.7917,1.3796,1.0906,1.2762,1.3824,1.2478,2.742
206,3.0805,3.8087,4.4502,1.9174,2.2167,3.3088,3.3504,4.371,3.7178,3.2665,1.828,1.73,2.2167,1.7974,0.9174,3.6614,2.6348,1.2725,1.1674,4.0271,6,1.1889,4.2672,2.9904,2.0931,1.2578,1.2992,1.0276,1.0993,1.176,1.2859,2.8224,2.9623,2.6173,2.5057,2.6663,2.9399,2.7138,1.1008,1.9593,2.7482,1.3412,1.0546,1.2414,1.3451,1.2102,2.7057
206.5,3.0862,3.9962,4.1162,1.8946,2.1794,3.2504,3.378,6,3.7289,3.2588,1,1.6909,2.1794,1.7595,0.8874,3.7141,2.6056,1.2481,1.1381,4.4468,6,1.1697,4.5454,2.8865,2.0669,1.2118,1.2537,0.988,1.0652,1.1378,1.2417,2.7857,2.9222,2.5712,2.4661,2.6197,2.877,2.6757,1.053,1.9204,2.7165,1.3015,1.0167,1.2049,1.308,1.1714,2.6852
207,3.0228,3.8418,4.1071,1.8738,2.1484,3.1933,3.3219,4.7651,3.7915,3.2117,1.6238,1.6537,2.1484,1.7236,0.8606,3.8041,2.5661,1.2245,1.1103,4.2284,6,1.1528,4.5395,2.8153,2.0406,1.172,1.2139,0.9516,1.0348,1.1024,1.2027,2.7495,2.8798,2.5411,2.4376,2.5983,2.789,2.6354,1.0111,1.883,2.6772,1.2659,0.9824,1.1725,1.273,1.1371,2.6457
207.5,3.0372,3.8136,4.2687,1.8512,2.1079,3.1497,3.284,4.4001,3.7337,3.2169,1.588,1.6145,2.1079,1.6856,0.8318,3.667,2.5288,1.1985,1.082,4.3349,6,1.1359,6,2.728,2.0149,1.1294,1.1708,0.9132,1.0018,1.0653,1.1606,2.7118,2.8418,2.4999,2.3927,2.5547,2.7214,2.5986,0.9663,1.8467,2.6391,1.2273,0.9452,1.1375,1.2362,1.0996,2.6061
208,2.9858,3.7844,4.2631,1.8312,2.0768,3.0844,3.3138,4.7304,3.7311,3.1788,1.5551,1.5822,2.0768,1.656,0.8089,3.7174,2.4992,1.1773,1.0596,4.1612,6,1.123,6,2.6618,1.9895,1.0965,1.1375,0.8834,0.9763,1.0361,1.1284,2.6856,2.8213,2.4724,2.3652,2.5267,2.6371,2.5658,0.932,1.8141,2.6037,1.1967,0.916,1.1101,1.2063,1.0701,2.5772
208.5,2.9314,3.7293,4.82,1.8108,2.0374,3.072,3.2365,4.768,3.6178,3.1717,1.5225,1.5479,2.0374,1.6231,0.7849,3.6478,2.4597,1.1534,1.0358,4.1293,6,1.1085,4.6259,2.5833,1.9623,1.0616,1.101,0.8521,0.9482,1.005,1.0935,2.6502,2.7743,2.4316,2.3336,2.4908,2.567,2.5337,0.8966,1.779,2.5661,1.1647,0.8849,1.0802,1.175,1.039,2.5452
209,2.9163,3.6997,4.4776,1.7851,2.001,3.0013,3.1896,4.8603,3.6845,3.1191,1.4886,1.5145,2.001,1.59,0.7624,3.6617,2.4133,1.129,1.0133,4.0945,6,1.0954,4.6283,2.5089,1.9345,1.0297,1.0672,0.8228,0.9216,0.975,1.0609,2.608,2.7376,2.3968,2.2973,2.4574,2.5049,2.4929,0.8646,1.7465,2.5234,1.1336,0.8564,1.0513,1.1445,1.0099,2.5085
209.5,2.8615,3.7578,4.5475,1.7514,1.957,2.9368,3.1618,4.6033,3.6864,3.0782,1.4561,1.4767,1.957,1.5548,0.7385,3.6206,2.3651,1.0993,0.9889,4.401,6,1.0807,5.0346,2.4272,1.8983,0.9954,1.0306,0.7915,0.8921,0.943,1.0259,2.5566,2.6887,2.3469,2.2538,2.4089,2.4295,2.4432,0.8316,1.7068,2.4723,1.0992,0.8248,1.0192,1.1107,0.977,2.4619
210,2.8109,3.6864,4.117,1.7181,1.9144,2.8736,3.1085,4.4319,3.6181,3.0391,1.4265,1.4439,1.9144,1.5213,0.7171,3.5072,2.3088,1.071,0.9668,4.2992,6,1.0675,4.3085,2.3492,1.8635,0.9656,0.9983,0.7641,0.8658,0.9137,0.9946,2.5107,2.637,2.3042,2.2117,2.3645,2.3526,2.4003,0.8035,1.6692,2.431,1.0683,0.797,0.9897,1.08,0.9483,2.4176
210.5,2.7618,3.6759,4.087,1.6812,1.8708,2.8184,3.0546,4.8524,3.4868,3.0093,1.3937,1.4087,1.8708,1.4876,0.6948,3.4676,2.2557,1.04,0.9436,4.2852,6,1.054,4.648,2.2683,1.8247,0.9349,0.9644,0.7357,0.838,0.883,0.9623,2.458,2.5879,2.2575,2.1683,2.315,2.2761,2.355,0.7754,1.6292,2.3862,1.0361,0.7682,0.959,1.0481,0.9182,2.3703
211,2.7033,3.6627,4.0142,1.6442,1.8262,2.7672,2.989,4.7734,3.4588,2.9606,1.3559,1.3741,1.8262,1.4543,0.6717,3.4275,2.1966,1.0075,0.9199,4.2141,6,1.0404,4.3308,2.1887,1.7842,0.9043,0.9302,0.7073,0.8097,0.8522,0.9299,2.4047,2.5305,2.2099,2.1244,2.2682,2.1988,2.3038,0.7476,1.5889,2.3346,1.0034,0.7389,0.9276,1.0152,0.8881,2.3174
211.5,2.645,3.585,4.269,1.6051,1.7802,2.701,2.9326,4.7664,3.3926,2.8984,1.3185,1.3391,1.7802,1.4206,0.6487,3.3582,2.1371,0.9741,0.8962,3.9953,6,1.0269,4.543,2.1051,1.7418,0.8732,0.8962,0.6786,0.7812,0.821,0.8969,2.3505,2.4749,2.1581,2.0781,2.2175,2.1199,2.2526,0.7202,1.5483,2.2811,0.9708,0.7094,0.8958,0.9825,0.8577,2.2676
212,2.5886,3.5095,4.0531,1.5678,1.7382,2.6634,2.8696,4.7478,3.3666,2.8426,1.2808,1.3082,1.7382,1.3905,0.6283,3.3303,2.0814,0.9435,0.8753,3.9746,6,1.0146,4.3228,2.0326,1.7034,0.8459,0.8655,0.6536,0.7556,0.7928,0.8677,2.2981,2.4214,2.1118,2.035,2.169,2.0525,2.2026,0.6967,1.5102,2.2334,0.9409,0.6838,0.8667,0.952,0.8301,2.2168
212.5,2.5262,3.4309,4.0356,1.5213,1.69,2.606,2.7947,4.7716,3.3071,2.78,1.2441,1.2732,1.69,1.3557,0.6073,3.2198,2.0136,0.9084,0.8526,4.0193,6,1,4.1962,1.9574,1.6565,0.8164,0.8325,0.6272,0.727,0.7619,0.836,2.2347,2.3591,2.0561,1.983,2.1129,1.9765,2.1463,0.6726,1.4668,2.178,0.9085,0.6561,0.8349,0.9189,0.8002,2.1582
213,2.4453,3.3539,3.8192,1.4646,1.6362,2.5376,2.7057,4.5494,3.2024,2.716,1.21,1.2366,1.6362,1.319,0.5862,3.1159,1.9386,0.8689,0.8286,3.8514,6,0.9836,4.2318,1.8783,1.6013,0.7856,0.7973,0.6004,0.6967,0.7292,0.8028,2.1609,2.2879,1.9914,1.9216,2.0443,1.9002,2.0784,0.6489,1.417,2.108,0.8735,0.6275,0.8001,0.8822,0.7684,2.0884
213.5,2.3527,3.2761,3.8746,1.4022,1.5812,2.4636,2.6153,4.4895,3.1001,2.6324,1.1819,1.1987,1.5812,1.2799,0.5661,3.0192,1.8548,0.828,0.8058,3.8124,6,0.9662,4.2387,1.8042,1.5422,0.755,0.7628,0.5749,0.666,0.6966,0.7697,2.0762,2.2087,1.9212,1.8578,1.9738,1.8251,2.0069,0.6265,1.3658,2.036,0.8383,0.5999,0.7649,0.8448,0.7367,2.0109
214,2.2651,3.1264,3.734,1.3382,1.5278,2.3962,2.5248,4.2907,3.0081,2.5473,1.1583,1.1608,1.5278,1.242,0.5485,2.8861,1.7727,0.7883,0.7844,3.6729,6,0.9493,3.8902,1.7352,1.4837,0.7274,0.7305,0.5519,0.6372,0.6661,0.7387,1.9925,2.1275,1.8518,1.7932,1.9019,1.7552,1.9333,0.6071,1.3158,1.9645,0.8056,0.5749,0.7314,0.8101,0.7071,1.9347
214.5,2.1724,3.0303,3.6518,1.2753,1.476,2.3301,2.4432,4.3891,2.9128,2.467,1.1368,1.1246,1.476,1.2051,0.5324,2.7825,1.6926,0.7496,0.7645,3.6026,6,0.9332,3.8901,1.6719,1.4251,0.7013,0.7005,0.5307,0.6103,0.6377,0.7098,1.9134,2.052,1.7849,1.7317,1.8324,1.6887,1.8617,0.589,1.2676,1.8951,0.7741,0.5514,0.7003,0.7768,0.6794,1.861
215,2.088,2.914,3.5761,1.2168,1.4254,2.2615,2.3528,4.5452,2.7921,2.3895,1.1102,1.0905,1.4254,1.1701,0.5186,2.6659,1.618,0.7145,0.747,3.5032,4.3314,0.9184,3.9171,1.6111,1.3709,0.6777,0.6733,0.5123,0.5854,0.6117,0.6837,1.8366,1.9787,1.7226,1.6736,1.7684,1.6247,1.7973,0.5731,1.2232,1.8298,0.7456,0.5305,0.6715,0.7468,0.6544,1.7927
215.5,2.0199,2.8115,3.5031,1.17,1.3832,2.2089,2.2796,4.8415,2.7097,2.3158,1.0827,1.0622,1.3832,1.1419,0.5079,2.5732,1.5592,0.6868,0.7337,3.4232,3.6383,0.907,3.6632,1.5574,1.328,0.6587,0.6517,0.4979,0.5658,0.5911,0.6625,1.778,1.9215,1.6724,1.6276,1.7176,1.5708,1.7455,0.5602,1.1882,1.7793,0.7228,0.5139,0.6488,0.7226,0.635,1.7389
216,1.963,2.7186,3.4126,1.1312,1.3451,2.1597,2.2164,4.6001,2.6461,2.2537,1.0494,1.0381,1.3451,1.1176,0.4995,2.4907,1.5112,0.6641,0.7232,3.3088,3.493,0.898,3.5572,1.5082,1.2924,0.6429,0.6337,0.486,0.5493,0.5745,0.6446,1.7285,1.8736,1.6324,1.5902,1.6765,1.5221,1.7031,0.5495,1.1594,1.7382,0.7039,0.5005,0.6298,0.7022,0.6184,1.694
216.5,1.9074,2.6323,3.3504,1.0942,1.3072,2.115,2.1505,4.4108,2.5751,2.1933,1.0146,1.0159,1.3072,1.0957,0.4922,2.4198,1.4674,0.6435,0.7138,3.2726,3.3172,0.8893,3.5356,1.4601,1.26,0.6282,0.6171,0.4754,0.534,0.5588,0.6281,1.6804,1.829,1.5944,1.5546,1.6359,1.4759,1.6618,0.54,1.1322,1.6985,0.6868,0.488,0.6125,0.6836,0.6034,1.6515
217,1.84,2.5209,3.2497,1.0472,1.2618,2.0608,2.0704,5.5674,2.4965,2.1227,0.9769,0.99,1.2618,1.069,0.4839,2.3212,1.4116,0.6183,0.7025,3.1706,3.1481,0.8788,3.4738,1.4049,1.2185,0.6111,0.5973,0.4634,0.5158,0.5402,0.6091,1.6191,1.7724,1.5456,1.5096,1.586,1.42,1.6124,0.5291,1.0984,1.6489,0.6662,0.4736,0.5913,0.6611,0.5855,1.5971
217.5,1.7662,2.3926,3.142,0.995,1.2152,1.9994,1.9833,4.4183,2.3977,2.0513,0.947,0.9631,1.2152,1.0414,0.4749,2.2214,1.3493,0.5904,0.6901,3.0632,2.9968,0.8662,3.3049,1.3516,1.1725,0.5938,0.5771,0.4509,0.4967,0.5206,0.5893,1.5514,1.7089,1.4914,1.459,1.529,1.3642,1.5551,0.5188,1.0615,1.5929,0.6445,0.459,0.5691,0.6376,0.5666,1.5356
218,1.6729,2.2396,3.015,0.9297,1.1616,1.9261,1.879,4.3893,2.2737,1.9645,0.92,0.9302,1.1616,1.0077,0.4643,2.0928,1.2713,0.5552,0.6742,2.9369,2.8283,0.8506,3.1865,1.2922,1.114,0.5733,0.5527,0.4363,0.4737,0.4973,0.5656,1.4665,1.6295,1.4228,1.3961,1.4579,1.2985,1.4829,0.5072,1.0154,1.522,0.6184,0.4417,0.5421,0.6087,0.5442,1.459
218.5,1.5766,2.079,2.9043,0.8614,1.1078,1.8538,1.7755,4.5028,2.1451,1.8768,0.8972,0.8968,1.1078,0.9729,0.4535,1.9641,1.1892,0.5193,0.6585,2.8224,2.6899,0.8338,3.0567,1.2341,1.053,0.5525,0.5281,0.4214,0.4505,0.4738,0.5416,1.3784,1.5466,1.3506,1.3299,1.3832,1.2322,1.4079,0.4957,0.9677,1.4485,0.5917,0.4241,0.5146,0.5797,0.5216,1.3796
219,1.4699,1.905,2.7408,0.7872,1.0496,1.771,1.6667,4.1282,2.0039,1.7797,0.8772,0.86,1.0496,0.9352,0.442,1.8179,1.0996,0.48,0.6408,2.6783,2.5296,0.8155,2.9282,1.1732,0.9862,0.5301,0.5016,0.406,0.4258,0.4485,0.5159,1.2834,1.4567,1.273,1.2578,1.3014,1.1619,1.3252,0.4832,0.9155,1.3673,0.5623,0.4055,0.4848,0.5479,0.4969,1.2929
219.5,1.3844,1.7684,2.619,0.7285,1.003,1.7072,1.58,4.121,1.8899,1.7004,0.8637,0.8309,1.003,0.9047,0.4329,1.6996,1.0282,0.4492,0.627,2.5696,2.4177,0.8007,2.808,1.1258,0.9328,0.5125,0.4805,0.3936,0.406,0.4282,0.4952,1.2072,1.3845,1.2103,1.2,1.237,1.1066,1.2602,0.4727,0.8742,1.3039,0.5392,0.3905,0.4611,0.523,0.4772,1.2238
